 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=0.5) m0=660, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00106071 | 0.00215585 | 0.0296965 | 0.00027499 | 0.00162 | 0.0106 | 0.000921 | 0.000421 | 0.00177 | 0.011 |
 |(scale=0.5) m0=660, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.00091894 | 0.00193085 | 0.0265015 | 0.000271189 | 0.0014 | 0.00936 | 0.000797 | 0.000365 | 0.00145 | 0.00932 |
 |(scale=0.5) m0=660, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.00079671 | 0.00173112 | 0.0236038 | 0.000267478 | 0.00121 | 0.00826 | 0.000692 | 0.000316 | 0.00119 | 0.00792 |
 |(scale=0.5) m0=670, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 0.6576 | 0.11037 | 86.0155 | 0.000338236 | 0.224 | 0.65 | 0.2056 | 0.0968 | 83.3 | 13.8 |
 |(scale=0.5) m0=670, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 0.5276 | 0.10293 | 47.3459 | 0.000336714 | 0.205 | 0.609 | 0.188 | 0.0858 | 50.6 | 10.9 |
 |(scale=0.5) m0=670, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 0.42605 | 0.095364 | 29.1966 | 0.000336084 | 0.187 | 0.567 | 0.1671 | 0.0755 | 31.7 | 8.61 |
 |(scale=0.5) m0=670, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 0.34628 | 0.088058 | 19.3829 | 0.000334517 | 0.169 | 0.525 | 0.1468 | 0.0663 | 20.3 | 6.85 |
 |(scale=0.5) m0=670, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 0.28172 | 0.080939 | 13.3907 | 0.00033395 | 0.153 | 0.484 | 0.1291 | 0.058 | 13.4 | 5.47 |
 |(scale=0.5) m0=670, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.2305 | 0.074179 | 9.5714 | 0.000332233 | 0.137 | 0.444 | 0.1132 | 0.0505 | 8.98 | 4.39 |
 |(scale=0.5) m0=670, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.1892 | 0.067691 | 7.02553 | 0.000331725 | 0.123 | 0.406 | 0.0994 | 0.0439 | 6.14 | 3.54 |
 |(scale=0.5) m0=670, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.15599 | 0.061602 | 5.26804 | 0.000329962 | 0.109 | 0.37 | 0.087 | 0.0382 | 4.28 | 2.86 |
 |(scale=0.5) m0=670, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.12883 | 0.055989 | 4.02517 | 0.000328394 | 0.097 | 0.336 | 0.0758 | 0.03304 | 3 | 2.32 |
 |(scale=0.5) m0=670, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.10704 | 0.050711 | 3.11102 | 0.000327694 | 0.086 | 0.304 | 0.0659 | 0.02866 | 2.14 | 1.89 |
 |(scale=0.5) m0=670, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.088871 | 0.045872 | 2.44314 | 0.000325852 | 0.076 | 0.274 | 0.057 | 0.02473 | 1.55 | 1.54 |
 |(scale=0.5) m0=670, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.073989 | 0.041351 | 1.93992 | 0.000324008 | 0.067 | 0.247 | 0.04923 | 0.02135 | 1.13 | 1.26 |
 |(scale=0.5) m0=670, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.061871 | 0.037306 | 1.55639 | 0.000323122 | 0.0589 | 0.222 | 0.04247 | 0.01849 | 0.829 | 1.03 |
 |(scale=0.5) m0=670, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.051865 | 0.0335352 | 1.25944 | 0.000321113 | 0.0517 | 0.199 | 0.03657 | 0.01594 | 0.616 | 0.848 |
 |(scale=0.5) m0=670, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.043583 | 0.030141 | 1.02709 | 0.000319172 | 0.0454 | 0.179 | 0.03151 | 0.01376 | 0.462 | 0.699 |
 |(scale=0.5) m0=670, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.036663 | 0.027045 | 0.843852 | 0.000317139 | 0.0397 | 0.16 | 0.02708 | 0.01187 | 0.348 | 0.577 |
 |(scale=0.5) m0=670, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.030913 | 0.0242657 | 0.698704 | 0.000314943 | 0.0347 | 0.143 | 0.02335 | 0.01025 | 0.264 | 0.478 |
 |(scale=0.5) m0=670, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.026077 | 0.0217264 | 0.581825 | 0.000312844 | 0.0303 | 0.127 | 0.02001 | 0.009 | 0.201 | 0.396 |
 |(scale=0.5) m0=670, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.0221 | 0.0194558 | 0.487306 | 0.000310543 | 0.0264 | 0.114 | 0.01724 | 0.00777 | 0.155 | 0.329 |
 |(scale=0.5) m0=670, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.0187364 | 0.0174026 | 0.409546 | 0.00030819 | 0.023 | 0.101 | 0.01484 | 0.00669 | 0.12 | 0.274 |
 |(scale=0.5) m0=670, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.015905 | 0.0155736 | 0.346709 | 0.000305944 | 0.02 | 0.0901 | 0.0127 | 0.00576 | 0.0929 | 0.228 |
 |(scale=0.5) m0=670, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0135376 | 0.0139214 | 0.29359 | 0.000303556 | 0.0174 | 0.0801 | 0.01095 | 0.00496 | 0.0726 | 0.191 |
 |(scale=0.5) m0=670, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.011542 | 0.0124454 | 0.250105 | 0.000301155 | 0.0152 | 0.0712 | 0.00942 | 0.00427 | 0.0569 | 0.159 |
 |(scale=0.5) m0=670, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0098605 | 0.0111271 | 0.21422 | 0.000297563 | 0.0132 | 0.0632 | 0.0081 | 0.00368 | 0.0448 | 0.134 |
 |(scale=0.5) m0=670, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0084223 | 0.0099365 | 0.184312 | 0.000295139 | 0.0114 | 0.0561 | 0.00696 | 0.00316 | 0.0355 | 0.112 |
 |(scale=0.5) m0=670, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0072159 | 0.00889075 | 0.159127 | 0.000292613 | 0.00993 | 0.0498 | 0.005991 | 0.002733 | 0.0281 | 0.0942 |
 |(scale=0.5) m0=670, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0061858 | 0.00794894 | 0.137777 | 0.000289975 | 0.00862 | 0.0442 | 0.005163 | 0.002363 | 0.0224 | 0.0793 |
 |(scale=0.5) m0=670, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.005316 | 0.00710551 | 0.119675 | 0.000286345 | 0.00748 | 0.0392 | 0.004444 | 0.002037 | 0.0179 | 0.0668 |
 |(scale=0.5) m0=670, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.00457 | 0.00634241 | 0.104144 | 0.000283565 | 0.00648 | 0.0347 | 0.003832 | 0.001755 | 0.0144 | 0.0564 |
 |(scale=0.5) m0=670, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.0039361 | 0.00567858 | 0.0909014 | 0.000280633 | 0.00562 | 0.0308 | 0.003305 | 0.001513 | 0.0116 | 0.0477 |
 |(scale=0.5) m0=670, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.0033808 | 0.00506841 | 0.0795233 | 0.00027747 | 0.00487 | 0.0273 | 0.00285 | 0.001305 | 0.00933 | 0.0403 |
 |(scale=0.5) m0=670, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.00291707 | 0.00453757 | 0.069811 | 0.000274205 | 0.00422 | 0.0241 | 0.002465 | 0.001126 | 0.00752 | 0.034 |
 |(scale=0.5) m0=670, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.00251217 | 0.00405773 | 0.0613828 | 0.00027105 | 0.00366 | 0.0214 | 0.002129 | 0.000973 | 0.00608 | 0.0288 |
 |(scale=0.5) m0=670, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00216954 | 0.00363238 | 0.0541357 | 0.000267694 | 0.00317 | 0.0189 | 0.001842 | 0.00084 | 0.00492 | 0.0244 |
 |(scale=0.5) m0=670, m1/2=440, tanbeta=50, A0=0, sign(mu)=+ve| 0.00187253 | 0.0032514 | 0.0479089 | 0.000264528 | 0.00274 | 0.0167 | 0.00159 | 0.000726 | 0.00399 | 0.0206 |
 |(scale=0.5) m0=670, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00161942 | 0.00290848 | 0.0424164 | 0.000261281 | 0.00238 | 0.0148 | 0.001375 | 0.000628 | 0.00325 | 0.0175 |
 |(scale=0.5) m0=670, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00140008 | 0.00260791 | 0.037612 | 0.000257813 | 0.00206 | 0.0131 | 0.001191 | 0.000543 | 0.00264 | 0.0149 |
 |(scale=0.5) m0=670, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00121129 | 0.00233672 | 0.0334219 | 0.000254575 | 0.00178 | 0.0115 | 0.001032 | 0.00047 | 0.00216 | 0.0126 |
 |(scale=0.5) m0=670, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.00104955 | 0.00209434 | 0.0297553 | 0.000251127 | 0.00154 | 0.0102 | 0.000895 | 0.000407 | 0.00176 | 0.0107 |
 |(scale=0.5) m0=670, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.00090989 | 0.00187647 | 0.02654 | 0.000247899 | 0.00134 | 0.00901 | 0.000776 | 0.000353 | 0.00144 | 0.00912 |
 |(scale=0.5) m0=670, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.00078973 | 0.00168198 | 0.0236511 | 0.00024455 | 0.00116 | 0.00796 | 0.000673 | 0.000305 | 0.00118 | 0.00775 |
 |(scale=0.5) m0=680, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 0.6364 | 0.10263 | 85.7631 | 0.000307623 | 0.203 | 0.598 | 0.1889 | 0.089 | 83.1 | 13.1 |
 |(scale=0.5) m0=680, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 0.51071 | 0.09578 | 47.1756 | 0.000306003 | 0.186 | 0.561 | 0.1737 | 0.079 | 50.4 | 10.3 |
 |(scale=0.5) m0=680, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 0.41261 | 0.088811 | 29.1775 | 0.000305283 | 0.17 | 0.524 | 0.1572 | 0.0697 | 31.5 | 8.2 |
 |(scale=0.5) m0=680, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 0.33645 | 0.082228 | 19.3796 | 0.000303922 | 0.154 | 0.486 | 0.1362 | 0.0613 | 20.3 | 6.53 |
 |(scale=0.5) m0=680, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 0.27342 | 0.07568 | 13.3907 | 0.000303472 | 0.139 | 0.449 | 0.1203 | 0.0537 | 13.4 | 5.22 |
 |(scale=0.5) m0=680, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.22403 | 0.069579 | 9.58246 | 0.000301882 | 0.125 | 0.413 | 0.1055 | 0.0469 | 8.97 | 4.2 |
 |(scale=0.5) m0=680, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.18414 | 0.063567 | 7.03646 | 0.000301391 | 0.112 | 0.378 | 0.0931 | 0.0409 | 6.12 | 3.39 |
 |(scale=0.5) m0=680, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.15197 | 0.058024 | 5.27028 | 0.000299768 | 0.1 | 0.345 | 0.0816 | 0.0356 | 4.26 | 2.74 |
 |(scale=0.5) m0=680, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.12587 | 0.052733 | 4.02763 | 0.000299114 | 0.0893 | 0.314 | 0.0713 | 0.03087 | 3 | 2.22 |
 |(scale=0.5) m0=680, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.10427 | 0.047833 | 3.1261 | 0.000297557 | 0.0793 | 0.284 | 0.062 | 0.02679 | 2.13 | 1.81 |
 |(scale=0.5) m0=680, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.08695 | 0.043354 | 2.45 | 0.000295762 | 0.0702 | 0.257 | 0.05381 | 0.02316 | 1.54 | 1.48 |
 |(scale=0.5) m0=680, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.072443 | 0.039079 | 1.94655 | 0.000295146 | 0.062 | 0.232 | 0.04654 | 0.02004 | 1.12 | 1.21 |
 |(scale=0.5) m0=680, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.060686 | 0.035351 | 1.56108 | 0.000293197 | 0.0546 | 0.209 | 0.04023 | 0.01735 | 0.826 | 0.994 |
 |(scale=0.5) m0=680, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.050779 | 0.0317717 | 1.264 | 0.000291456 | 0.048 | 0.188 | 0.03468 | 0.01495 | 0.614 | 0.818 |
 |(scale=0.5) m0=680, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.04266 | 0.0286184 | 1.03162 | 0.000290583 | 0.0422 | 0.168 | 0.02997 | 0.01296 | 0.46 | 0.675 |
 |(scale=0.5) m0=680, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.035954 | 0.0257322 | 0.848237 | 0.000288578 | 0.037 | 0.151 | 0.02578 | 0.0112 | 0.347 | 0.558 |
 |(scale=0.5) m0=680, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.030272 | 0.0230904 | 0.700979 | 0.000286651 | 0.0324 | 0.135 | 0.02218 | 0.00968 | 0.263 | 0.462 |
 |(scale=0.5) m0=680, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.025625 | 0.0207156 | 0.583058 | 0.000284522 | 0.0283 | 0.121 | 0.01917 | 0.00833 | 0.201 | 0.383 |
 |(scale=0.5) m0=680, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.021694 | 0.0185674 | 0.488903 | 0.000282451 | 0.0247 | 0.108 | 0.01642 | 0.00736 | 0.154 | 0.319 |
 |(scale=0.5) m0=680, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.0184047 | 0.0166255 | 0.411017 | 0.000280377 | 0.0216 | 0.096 | 0.01415 | 0.00635 | 0.119 | 0.265 |
 |(scale=0.5) m0=680, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.0156267 | 0.0149036 | 0.34715 | 0.000278182 | 0.0188 | 0.0855 | 0.01222 | 0.00548 | 0.0926 | 0.221 |
 |(scale=0.5) m0=680, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0133196 | 0.0133296 | 0.295301 | 0.000276064 | 0.0164 | 0.0762 | 0.01049 | 0.00472 | 0.0723 | 0.185 |
 |(scale=0.5) m0=680, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0113451 | 0.0119276 | 0.250689 | 0.000273955 | 0.0143 | 0.0677 | 0.00903 | 0.00406 | 0.0567 | 0.155 |
 |(scale=0.5) m0=680, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.0096762 | 0.0106741 | 0.215198 | 0.000271434 | 0.0124 | 0.0602 | 0.00778 | 0.0035 | 0.0446 | 0.13 |
 |(scale=0.5) m0=680, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0082987 | 0.0095579 | 0.185077 | 0.000269181 | 0.0108 | 0.0535 | 0.0067 | 0.00302 | 0.0353 | 0.109 |
 |(scale=0.5) m0=680, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0070967 | 0.00855572 | 0.159783 | 0.000266626 | 0.00937 | 0.0475 | 0.005767 | 0.00261 | 0.028 | 0.0916 |
 |(scale=0.5) m0=680, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.006101 | 0.00764517 | 0.138319 | 0.00026395 | 0.00814 | 0.0422 | 0.004974 | 0.002258 | 0.0223 | 0.0771 |
 |(scale=0.5) m0=680, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0052361 | 0.00684499 | 0.120236 | 0.000261293 | 0.00707 | 0.0374 | 0.00429 | 0.001948 | 0.0178 | 0.065 |
 |(scale=0.5) m0=680, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0044944 | 0.00612772 | 0.104585 | 0.000258625 | 0.00613 | 0.0332 | 0.003702 | 0.00168 | 0.0143 | 0.0549 |
 |(scale=0.5) m0=680, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.0038818 | 0.00548043 | 0.091331 | 0.000256035 | 0.00532 | 0.0295 | 0.003198 | 0.001452 | 0.0115 | 0.0464 |
 |(scale=0.5) m0=680, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.0033339 | 0.00490079 | 0.079755 | 0.000253254 | 0.00462 | 0.0261 | 0.002755 | 0.001253 | 0.00928 | 0.0392 |
 |(scale=0.5) m0=680, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.00287247 | 0.00438637 | 0.0701222 | 0.000250162 | 0.00401 | 0.0231 | 0.002383 | 0.001082 | 0.00749 | 0.0332 |
 |(scale=0.5) m0=680, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.00248369 | 0.00392585 | 0.0617012 | 0.000247369 | 0.00347 | 0.0205 | 0.002059 | 0.000936 | 0.00605 | 0.0281 |
 |(scale=0.5) m0=680, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00214108 | 0.00351571 | 0.0543831 | 0.000244486 | 0.00301 | 0.0181 | 0.001783 | 0.000809 | 0.0049 | 0.0238 |
 |(scale=0.5) m0=680, m1/2=440, tanbeta=50, A0=0, sign(mu)=+ve| 0.00185112 | 0.00314534 | 0.0480527 | 0.000241502 | 0.00261 | 0.0161 | 0.001543 | 0.000699 | 0.00397 | 0.0202 |
 |(scale=0.5) m0=680, m1/2=450, tanbeta=50, A0=0, sign(mu)=+ve| 0.00160005 | 0.00282293 | 0.0425479 | 0.000238618 | 0.00226 | 0.0142 | 0.001339 | 0.000605 | 0.00323 | 0.0171 |
 |(scale=0.5) m0=680, m1/2=460, tanbeta=50, A0=0, sign(mu)=+ve| 0.00138493 | 0.00252977 | 0.0377438 | 0.000235643 | 0.00196 | 0.0126 | 0.001156 | 0.000524 | 0.00263 | 0.0145 |
 |(scale=0.5) m0=680, m1/2=470, tanbeta=50, A0=0, sign(mu)=+ve| 0.00120011 | 0.00226788 | 0.033584 | 0.000232647 | 0.0017 | 0.0111 | 0.001003 | 0.000454 | 0.00215 | 0.0123 |
 |(scale=0.5) m0=680, m1/2=480, tanbeta=50, A0=0, sign(mu)=+ve| 0.0010385 | 0.00203274 | 0.0299121 | 0.000229662 | 0.00147 | 0.00982 | 0.00087 | 0.000394 | 0.00175 | 0.0105 |
 |(scale=0.5) m0=680, m1/2=490, tanbeta=50, A0=0, sign(mu)=+ve| 0.00089976 | 0.0018231 | 0.0265874 | 0.000226586 | 0.00128 | 0.00868 | 0.000755 | 0.000341 | 0.00143 | 0.00892 |
 |(scale=0.5) m0=680, m1/2=500, tanbeta=50, A0=0, sign(mu)=+ve| 0.00078176 | 0.00163684 | 0.023798 | 0.00022364 | 0.0011 | 0.00766 | 0.000655 | 0.000296 | 0.00118 | 0.00759 |
 |(scale=0.5) m0=690, m1/2=100, tanbeta=50, A0=0, sign(mu)=+ve| 0.615 | 0.09556 | 85.4421 | 0.000278631 | 0.184 | 0.551 | 0.1733 | 0.0818 | 82.7 | 12.5 |
 |(scale=0.5) m0=690, m1/2=110, tanbeta=50, A0=0, sign(mu)=+ve| 0.49584 | 0.08918 | 47.0357 | 0.000278137 | 0.169 | 0.518 | 0.1606 | 0.0727 | 50.2 | 9.83 |
 |(scale=0.5) m0=690, m1/2=120, tanbeta=50, A0=0, sign(mu)=+ve| 0.39996 | 0.082882 | 29.1584 | 0.000276707 | 0.154 | 0.484 | 0.1464 | 0.0644 | 31.4 | 7.8 |
 |(scale=0.5) m0=690, m1/2=130, tanbeta=50, A0=0, sign(mu)=+ve| 0.32587 | 0.076802 | 19.3764 | 0.000276081 | 0.141 | 0.45 | 0.1277 | 0.0567 | 20.2 | 6.22 |
 |(scale=0.5) m0=690, m1/2=140, tanbeta=50, A0=0, sign(mu)=+ve| 0.26624 | 0.070804 | 13.3908 | 0.000275739 | 0.127 | 0.417 | 0.1125 | 0.0497 | 13.3 | 4.99 |
 |(scale=0.5) m0=690, m1/2=150, tanbeta=50, A0=0, sign(mu)=+ve| 0.21806 | 0.065166 | 9.58341 | 0.000274378 | 0.115 | 0.384 | 0.099 | 0.0436 | 8.94 | 4.01 |
 |(scale=0.5) m0=690, m1/2=160, tanbeta=50, A0=0, sign(mu)=+ve| 0.17962 | 0.0596 | 7.04864 | 0.000273805 | 0.103 | 0.352 | 0.087 | 0.0381 | 6.1 | 3.24 |
 |(scale=0.5) m0=690, m1/2=170, tanbeta=50, A0=0, sign(mu)=+ve| 0.14811 | 0.054519 | 5.29144 | 0.000272301 | 0.0922 | 0.322 | 0.0765 | 0.03318 | 4.25 | 2.63 |
 |(scale=0.5) m0=690, m1/2=180, tanbeta=50, A0=0, sign(mu)=+ve| 0.12263 | 0.049679 | 4.0406 | 0.000271787 | 0.0822 | 0.293 | 0.0669 | 0.02885 | 2.99 | 2.13 |
 |(scale=0.5) m0=690, m1/2=190, tanbeta=50, A0=0, sign(mu)=+ve| 0.10199 | 0.045149 | 3.13019 | 0.000270159 | 0.0731 | 0.266 | 0.0584 | 0.02506 | 2.13 | 1.74 |
 |(scale=0.5) m0=690, m1/2=200, tanbeta=50, A0=0, sign(mu)=+ve| 0.084901 | 0.040817 | 2.45594 | 0.000269189 | 0.0648 | 0.241 | 0.05074 | 0.02171 | 1.54 | 1.42 |
 |(scale=0.5) m0=690, m1/2=210, tanbeta=50, A0=0, sign(mu)=+ve| 0.070819 | 0.037039 | 1.9514 | 0.000268116 | 0.0574 | 0.218 | 0.04405 | 0.01886 | 1.12 | 1.17 |
 |(scale=0.5) m0=690, m1/2=220, tanbeta=50, A0=0, sign(mu)=+ve| 0.059347 | 0.033464 | 1.56571 | 0.000266715 | 0.0506 | 0.196 | 0.0381 | 0.01632 | 0.825 | 0.958 |
 |(scale=0.5) m0=690, m1/2=230, tanbeta=50, A0=0, sign(mu)=+ve| 0.049807 | 0.0301514 | 1.26666 | 0.000265402 | 0.0446 | 0.177 | 0.03291 | 0.01411 | 0.612 | 0.789 |
 |(scale=0.5) m0=690, m1/2=240, tanbeta=50, A0=0, sign(mu)=+ve| 0.041747 | 0.027179 | 1.03509 | 0.000263868 | 0.0392 | 0.159 | 0.02844 | 0.01222 | 0.459 | 0.651 |
 |(scale=0.5) m0=690, m1/2=250, tanbeta=50, A0=0, sign(mu)=+ve| 0.035188 | 0.0244604 | 0.850626 | 0.000262512 | 0.0344 | 0.142 | 0.02448 | 0.01056 | 0.345 | 0.539 |
 |(scale=0.5) m0=690, m1/2=260, tanbeta=50, A0=0, sign(mu)=+ve| 0.02971 | 0.0219852 | 0.703269 | 0.000260743 | 0.0302 | 0.128 | 0.02112 | 0.00914 | 0.262 | 0.447 |
 |(scale=0.5) m0=690, m1/2=270, tanbeta=50, A0=0, sign(mu)=+ve| 0.025138 | 0.0197398 | 0.585322 | 0.000259044 | 0.0264 | 0.114 | 0.01823 | 0.00791 | 0.2 | 0.371 |
 |(scale=0.5) m0=690, m1/2=280, tanbeta=50, A0=0, sign(mu)=+ve| 0.021328 | 0.017723 | 0.490421 | 0.000257242 | 0.0231 | 0.102 | 0.01571 | 0.00697 | 0.154 | 0.309 |
 |(scale=0.5) m0=690, m1/2=290, tanbeta=50, A0=0, sign(mu)=+ve| 0.018093 | 0.0158993 | 0.412481 | 0.000255618 | 0.0202 | 0.091 | 0.01355 | 0.00602 | 0.119 | 0.257 |
 |(scale=0.5) m0=690, m1/2=300, tanbeta=50, A0=0, sign(mu)=+ve| 0.0153784 | 0.0142557 | 0.348605 | 0.000253583 | 0.0176 | 0.0812 | 0.01167 | 0.0052 | 0.0922 | 0.215 |
 |(scale=0.5) m0=690, m1/2=310, tanbeta=50, A0=0, sign(mu)=+ve| 0.0130925 | 0.0127669 | 0.296032 | 0.000251646 | 0.0154 | 0.0724 | 0.01005 | 0.00448 | 0.0719 | 0.18 |
 |(scale=0.5) m0=690, m1/2=320, tanbeta=50, A0=0, sign(mu)=+ve| 0.0111604 | 0.011442 | 0.252207 | 0.000249687 | 0.0134 | 0.0644 | 0.00866 | 0.00387 | 0.0564 | 0.15 |
 |(scale=0.5) m0=690, m1/2=330, tanbeta=50, A0=0, sign(mu)=+ve| 0.009542 | 0.0102331 | 0.215967 | 0.000247407 | 0.0117 | 0.0574 | 0.00746 | 0.00334 | 0.0444 | 0.126 |
 |(scale=0.5) m0=690, m1/2=340, tanbeta=50, A0=0, sign(mu)=+ve| 0.0081647 | 0.0091805 | 0.185862 | 0.000245325 | 0.0102 | 0.051 | 0.00644 | 0.002884 | 0.0351 | 0.106 |
 |(scale=0.5) m0=690, m1/2=350, tanbeta=50, A0=0, sign(mu)=+ve| 0.0069905 | 0.00822069 | 0.160442 | 0.000242952 | 0.00884 | 0.0453 | 0.005553 | 0.002491 | 0.0279 | 0.0891 |
 |(scale=0.5) m0=690, m1/2=360, tanbeta=50, A0=0, sign(mu)=+ve| 0.0060067 | 0.00735341 | 0.138856 | 0.000240737 | 0.00768 | 0.0403 | 0.004786 | 0.002164 | 0.0222 | 0.075 |
 |(scale=0.5) m0=690, m1/2=370, tanbeta=50, A0=0, sign(mu)=+ve| 0.0051534 | 0.00658458 | 0.120575 | 0.000238442 | 0.00668 | 0.0358 | 0.004136 | 0.00187 | 0.0177 | 0.0633 |
 |(scale=0.5) m0=690, m1/2=380, tanbeta=50, A0=0, sign(mu)=+ve| 0.0044321 | 0.00589405 | 0.105024 | 0.000235925 | 0.0058 | 0.0318 | 0.003572 | 0.001617 | 0.0142 | 0.0534 |
 |(scale=0.5) m0=690, m1/2=390, tanbeta=50, A0=0, sign(mu)=+ve| 0.0038166 | 0.00528239 | 0.091769 | 0.000233617 | 0.00504 | 0.0282 | 0.003081 | 0.001393 | 0.0114 | 0.0452 |
 |(scale=0.5) m0=690, m1/2=400, tanbeta=50, A0=0, sign(mu)=+ve| 0.0032971 | 0.00473327 | 0.0801902 | 0.000231098 | 0.00438 | 0.025 | 0.002661 | 0.001203 | 0.00924 | 0.0383 |
 |(scale=0.5) m0=690, m1/2=410, tanbeta=50, A0=0, sign(mu)=+ve| 0.00283868 | 0.00423927 | 0.0702425 | 0.000228388 | 0.0038 | 0.0222 | 0.0023 | 0.001041 | 0.00745 | 0.0324 |
 |(scale=0.5) m0=690, m1/2=420, tanbeta=50, A0=0, sign(mu)=+ve| 0.00244811 | 0.00380116 | 0.0619308 | 0.000226048 | 0.0033 | 0.0196 | 0.001989 | 0.0009 | 0.00602 | 0.0274 |
 |(scale=0.5) m0=690, m1/2=430, tanbeta=50, A0=0, sign(mu)=+ve| 0.00211661 | 0.00340114 | 0.0545417 | 0.000223446 | 0.00286 | 0.0174 | 0.001724 | 0.000779 | 0.00487 | 0.0232 |
