 | Sub-processes | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
 |(scale=1.0) m0=620, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.00886973 | 0.00978017 | 0.181756 | 0.000135311 | 0.0119 | 0.0632 | 0.008217 | 0.001234 | 0.0307 | 0.114 |
 |(scale=1.0) m0=620, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.00756889 | 0.00868231 | 0.156858 | 0.000132474 | 0.0103 | 0.0558 | 0.007011 | 0.00106 | 0.0243 | 0.0956 |
 |(scale=1.0) m0=620, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.00647064 | 0.00770698 | 0.135654 | 0.000129594 | 0.0089 | 0.0493 | 0.005988 | 0.000909 | 0.0193 | 0.0801 |
 |(scale=1.0) m0=620, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.00552633 | 0.0068538 | 0.117845 | 0.000126977 | 0.00768 | 0.0435 | 0.005115 | 0.00078 | 0.0154 | 0.0672 |
 |(scale=1.0) m0=620, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00473352 | 0.00609427 | 0.1026 | 0.000124156 | 0.00663 | 0.0384 | 0.004371 | 0.000669 | 0.0123 | 0.0564 |
 |(scale=1.0) m0=620, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00405622 | 0.00541246 | 0.0897183 | 0.000121427 | 0.00572 | 0.0339 | 0.003744 | 0.000574 | 0.00981 | 0.0474 |
 |(scale=1.0) m0=620, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00347889 | 0.00482292 | 0.078384 | 0.000118701 | 0.00493 | 0.0299 | 0.003204 | 0.000493 | 0.00788 | 0.0399 |
 |(scale=1.0) m0=620, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00298954 | 0.00428665 | 0.0687943 | 0.000115808 | 0.00425 | 0.0264 | 0.00275 | 0.000423 | 0.00634 | 0.0336 |
 |(scale=1.0) m0=620, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00257294 | 0.0038192 | 0.0605402 | 0.000113118 | 0.00366 | 0.0232 | 0.002361 | 0.000363 | 0.00511 | 0.0284 |
 |(scale=1.0) m0=620, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00221493 | 0.00339878 | 0.0533555 | 0.00011044 | 0.00316 | 0.0205 | 0.002025 | 0.0003118 | 0.00413 | 0.0239 |
 |(scale=1.0) m0=620, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00190742 | 0.00302406 | 0.0470915 | 0.000107693 | 0.00272 | 0.018 | 0.001744 | 0.000268 | 0.00334 | 0.0202 |
 |(scale=1.0) m0=620, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00164435 | 0.00270002 | 0.041708 | 0.000105127 | 0.00235 | 0.0159 | 0.001505 | 0.0002308 | 0.00271 | 0.0171 |
 |(scale=1.0) m0=620, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00141864 | 0.00240643 | 0.0369858 | 0.000102624 | 0.00202 | 0.014 | 0.0012889 | 0.000198 | 0.0022 | 0.0145 |
 |(scale=1.0) m0=620, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.0012242 | 0.00214544 | 0.0328906 | 0.000100011 | 0.00174 | 0.0123 | 0.0011151 | 0.0001703 | 0.00179 | 0.0123 |
 |(scale=1.0) m0=620, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.00105799 | 0.00191583 | 0.0292313 | 9.74198e-05 | 0.0015 | 0.0109 | 0.0009613 | 0.0001467 | 0.00146 | 0.0104 |
 |(scale=1.0) m0=620, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.000915014 | 0.00170957 | 0.0260541 | 9.48496e-05 | 0.00129 | 0.00957 | 0.0008301 | 0.0001261 | 0.00119 | 0.0088 |
 |(scale=1.0) m0=620, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.000790881 | 0.00152762 | 0.0232701 | 9.24e-05 | 0.00112 | 0.00843 | 0.0007174 | 0.0001085 | 0.000971 | 0.00746 |
 |(scale=1.0) m0=630, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 0.735588 | 0.126305 | 77.4333 | 0.00016814 | 0.233 | 0.792 | 0.3202 | 0.03275 | 73.1 | 15 |
 |(scale=1.0) m0=630, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 0.587708 | 0.116511 | 44.4951 | 0.00016713 | 0.215 | 0.738 | 0.2831 | 0.02951 | 44.3 | 11.7 |
 |(scale=1.0) m0=630, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 0.471342 | 0.107017 | 28.039 | 0.00016614 | 0.197 | 0.682 | 0.2492 | 0.02638 | 27.5 | 9.22 |
 |(scale=1.0) m0=630, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.381498 | 0.0978249 | 18.6955 | 0.00016523 | 0.175 | 0.63 | 0.2221 | 0.02346 | 17.8 | 7.28 |
 |(scale=1.0) m0=630, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 0.307757 | 0.0891332 | 13.005 | 0.00016384 | 0.159 | 0.577 | 0.1935 | 0.02076 | 11.7 | 5.79 |
 |(scale=1.0) m0=630, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.251054 | 0.080863 | 9.33003 | 0.00016256 | 0.143 | 0.526 | 0.16697 | 0.01828 | 7.8 | 4.62 |
 |(scale=1.0) m0=630, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.205384 | 0.0730995 | 6.87263 | 0.0001609 | 0.128 | 0.478 | 0.14365 | 0.01613 | 5.32 | 3.7 |
 |(scale=1.0) m0=630, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.168722 | 0.0660089 | 5.16357 | 0.00015942 | 0.114 | 0.432 | 0.12348 | 0.0141 | 3.69 | 2.98 |
 |(scale=1.0) m0=630, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.138836 | 0.0593791 | 3.93364 | 0.000157791 | 0.101 | 0.39 | 0.10463 | 0.01228 | 2.6 | 2.41 |
 |(scale=1.0) m0=630, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.114623 | 0.053322 | 3.05256 | 0.000155848 | 0.0892 | 0.351 | 0.08959 | 0.01069 | 1.85 | 1.95 |
 |(scale=1.0) m0=630, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.094966 | 0.0477459 | 2.3973 | 0.000153916 | 0.0787 | 0.315 | 0.07638 | 0.00927 | 1.34 | 1.58 |
 |(scale=1.0) m0=630, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.0788567 | 0.0427507 | 1.90484 | 0.000151993 | 0.0692 | 0.282 | 0.06494 | 0.00804 | 0.976 | 1.29 |
 |(scale=1.0) m0=630, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.0657839 | 0.038198 | 1.52722 | 0.000150052 | 0.0607 | 0.252 | 0.05527 | 0.00696 | 0.716 | 1.06 |
 |(scale=1.0) m0=630, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.0549824 | 0.0340247 | 1.23808 | 0.000147865 | 0.0532 | 0.225 | 0.04698 | 0.00601 | 0.533 | 0.864 |
 |(scale=1.0) m0=630, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.046037 | 0.0304107 | 1.00828 | 0.00014563 | 0.0465 | 0.2 | 0.03985 | 0.00519 | 0.398 | 0.71 |
 |(scale=1.0) m0=630, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.0386532 | 0.0270148 | 0.830047 | 0.000143427 | 0.0405 | 0.178 | 0.03388 | 0.00447 | 0.3 | 0.585 |
 |(scale=1.0) m0=630, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.0324859 | 0.0240869 | 0.686042 | 0.000141147 | 0.0353 | 0.158 | 0.02875 | 0.003854 | 0.228 | 0.482 |
 |(scale=1.0) m0=630, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0274234 | 0.0214265 | 0.571875 | 0.000138692 | 0.0307 | 0.141 | 0.02448 | 0.00332 | 0.174 | 0.399 |
 |(scale=1.0) m0=630, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0231418 | 0.0190519 | 0.478368 | 0.000136398 | 0.0267 | 0.125 | 0.02074 | 0.00286 | 0.134 | 0.33 |
 |(scale=1.0) m0=630, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0195989 | 0.0169435 | 0.402544 | 0.00013404 | 0.0231 | 0.111 | 0.01764 | 0.002461 | 0.103 | 0.274 |
 |(scale=1.0) m0=630, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.0165941 | 0.0150592 | 0.340884 | 0.000131696 | 0.0201 | 0.0982 | 0.01507 | 0.002124 | 0.08 | 0.228 |
 |(scale=1.0) m0=630, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.0140955 | 0.0133898 | 0.289823 | 0.000129334 | 0.0174 | 0.087 | 0.012816 | 0.001826 | 0.0625 | 0.19 |
 |(scale=1.0) m0=630, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.0119922 | 0.0119044 | 0.247195 | 0.000126782 | 0.015 | 0.077 | 0.010887 | 0.001566 | 0.049 | 0.159 |
 |(scale=1.0) m0=630, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.0102329 | 0.0105824 | 0.211739 | 0.000124266 | 0.013 | 0.0682 | 0.009287 | 0.001354 | 0.0387 | 0.133 |
 |(scale=1.0) m0=630, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.00873706 | 0.00939309 | 0.182138 | 0.000121839 | 0.0113 | 0.0603 | 0.007932 | 0.00116 | 0.0306 | 0.111 |
 |(scale=1.0) m0=630, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.00745375 | 0.00837634 | 0.15716 | 0.000119447 | 0.00973 | 0.0533 | 0.00677 | 0.001007 | 0.0242 | 0.093 |
 |(scale=1.0) m0=630, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.00636583 | 0.00743203 | 0.135971 | 0.00011694 | 0.00841 | 0.0471 | 0.00578 | 0.000866 | 0.0192 | 0.078 |
 |(scale=1.0) m0=630, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.0054459 | 0.00661952 | 0.118072 | 0.000114547 | 0.00726 | 0.0416 | 0.00495 | 0.000743 | 0.0153 | 0.0654 |
 |(scale=1.0) m0=630, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00467745 | 0.00588678 | 0.102737 | 0.000112067 | 0.00627 | 0.0368 | 0.004238 | 0.000638 | 0.0122 | 0.055 |
 |(scale=1.0) m0=630, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00400327 | 0.00523044 | 0.089765 | 0.000109592 | 0.00542 | 0.0325 | 0.003634 | 0.000548 | 0.00977 | 0.0462 |
 |(scale=1.0) m0=630, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00344112 | 0.00466237 | 0.0785381 | 0.000107008 | 0.00468 | 0.0287 | 0.003116 | 0.000471 | 0.00784 | 0.0389 |
 |(scale=1.0) m0=630, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00295694 | 0.00415345 | 0.0689548 | 0.000104647 | 0.00404 | 0.0253 | 0.002673 | 0.000405 | 0.0063 | 0.0328 |
 |(scale=1.0) m0=630, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00254242 | 0.00369345 | 0.0606043 | 0.000102219 | 0.00348 | 0.0223 | 0.002294 | 0.0003479 | 0.00508 | 0.0277 |
 |(scale=1.0) m0=630, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.00218651 | 0.00329021 | 0.0534464 | 9.98914e-05 | 0.003 | 0.0197 | 0.00197 | 0.0002991 | 0.00411 | 0.0234 |
 |(scale=1.0) m0=630, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00188409 | 0.0029358 | 0.0471842 | 9.74665e-05 | 0.00259 | 0.0173 | 0.001699 | 0.000257 | 0.00333 | 0.0198 |
 |(scale=1.0) m0=630, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00162708 | 0.00261886 | 0.0417049 | 9.51528e-05 | 0.00223 | 0.0153 | 0.001461 | 0.0002214 | 0.0027 | 0.0167 |
 |(scale=1.0) m0=630, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00140342 | 0.00233653 | 0.036975 | 9.28702e-05 | 0.00193 | 0.0135 | 0.0012557 | 0.0001901 | 0.00219 | 0.0142 |
 |(scale=1.0) m0=630, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.00121302 | 0.0020847 | 0.032883 | 9.05888e-05 | 0.00166 | 0.0119 | 0.0010824 | 0.0001638 | 0.00178 | 0.012 |
 |(scale=1.0) m0=630, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.00104687 | 0.00186316 | 0.0292545 | 8.82285e-05 | 0.00143 | 0.0105 | 0.000937 | 0.0001406 | 0.00145 | 0.0102 |
 |(scale=1.0) m0=630, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.000904887 | 0.001663 | 0.0260709 | 8.58891e-05 | 0.00124 | 0.00923 | 0.0008092 | 0.0001213 | 0.00118 | 0.00861 |
 |(scale=1.0) m0=630, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.00078388 | 0.00148614 | 0.0232782 | 8.37605e-05 | 0.00107 | 0.00813 | 0.0006997 | 0.0001045 | 0.000967 | 0.00731 |
 |(scale=1.0) m0=640, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 0.710094 | 0.117049 | 76.1999 | 0.00015042 | 0.21 | 0.729 | 0.2968 | 0.02967 | 72.8 | 14.2 |
 |(scale=1.0) m0=640, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 0.568237 | 0.108175 | 44.0123 | 0.0001496 | 0.194 | 0.68 | 0.2639 | 0.02679 | 44 | 11.1 |
 |(scale=1.0) m0=640, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 0.456365 | 0.0995012 | 27.7135 | 0.00014879 | 0.178 | 0.63 | 0.2322 | 0.02411 | 27.5 | 8.77 |
 |(scale=1.0) m0=640, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.369499 | 0.0911374 | 18.5581 | 0.00014776 | 0.159 | 0.583 | 0.2072 | 0.02145 | 17.7 | 6.93 |
 |(scale=1.0) m0=640, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 0.299614 | 0.0831746 | 12.919 | 0.00014672 | 0.144 | 0.535 | 0.1807 | 0.01909 | 11.6 | 5.52 |
 |(scale=1.0) m0=640, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.244467 | 0.0756202 | 9.28441 | 0.00014543 | 0.13 | 0.489 | 0.15629 | 0.01686 | 7.79 | 4.41 |
 |(scale=1.0) m0=640, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.19993 | 0.0685454 | 6.84317 | 0.000144349 | 0.117 | 0.445 | 0.13508 | 0.01484 | 5.31 | 3.54 |
 |(scale=1.0) m0=640, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.164397 | 0.0619203 | 5.13643 | 0.000142891 | 0.104 | 0.403 | 0.116 | 0.01294 | 3.68 | 2.86 |
 |(scale=1.0) m0=640, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.135342 | 0.055865 | 3.92721 | 0.000141287 | 0.0926 | 0.364 | 0.09916 | 0.01135 | 2.6 | 2.31 |
 |(scale=1.0) m0=640, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.111949 | 0.0502003 | 3.04633 | 0.000139824 | 0.0821 | 0.328 | 0.0846 | 0.00989 | 1.85 | 1.87 |
 |(scale=1.0) m0=640, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.0928074 | 0.045076 | 2.39403 | 0.000138048 | 0.0725 | 0.295 | 0.07228 | 0.00862 | 1.33 | 1.52 |
 |(scale=1.0) m0=640, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.077209 | 0.0404023 | 1.90308 | 0.000136279 | 0.0639 | 0.265 | 0.06159 | 0.00748 | 0.97 | 1.24 |
 |(scale=1.0) m0=640, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.064346 | 0.0360668 | 1.52693 | 0.000134507 | 0.0562 | 0.237 | 0.05247 | 0.00648 | 0.714 | 1.02 |
 |(scale=1.0) m0=640, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.053773 | 0.0322906 | 1.23612 | 0.000132779 | 0.0493 | 0.212 | 0.04461 | 0.00561 | 0.53 | 0.834 |
 |(scale=1.0) m0=640, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.0451035 | 0.0288235 | 1.00944 | 0.000130866 | 0.0431 | 0.189 | 0.03801 | 0.00485 | 0.396 | 0.685 |
 |(scale=1.0) m0=640, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.0379036 | 0.0257234 | 0.829423 | 0.000128859 | 0.0377 | 0.168 | 0.03226 | 0.004195 | 0.299 | 0.565 |
 |(scale=1.0) m0=640, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.0318203 | 0.0229402 | 0.68753 | 0.000126772 | 0.0329 | 0.15 | 0.02746 | 0.003617 | 0.226 | 0.466 |
 |(scale=1.0) m0=640, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0269205 | 0.0204339 | 0.57249 | 0.000124768 | 0.0286 | 0.133 | 0.0234 | 0.003122 | 0.173 | 0.386 |
 |(scale=1.0) m0=640, m1/2=280, tanbeta=3, A0=0, sign(mu)=+ve| 0.0227121 | 0.0182027 | 0.47923 | 0.000122584 | 0.0249 | 0.119 | 0.01987 | 0.00269 | 0.133 | 0.32 |
 |(scale=1.0) m0=640, m1/2=290, tanbeta=3, A0=0, sign(mu)=+ve| 0.0192412 | 0.0162076 | 0.403375 | 0.000120614 | 0.0217 | 0.105 | 0.01698 | 0.002319 | 0.103 | 0.266 |
 |(scale=1.0) m0=640, m1/2=300, tanbeta=3, A0=0, sign(mu)=+ve| 0.0163079 | 0.0144064 | 0.341859 | 0.000118458 | 0.0188 | 0.0934 | 0.01442 | 0.001998 | 0.0797 | 0.221 |
 |(scale=1.0) m0=640, m1/2=310, tanbeta=3, A0=0, sign(mu)=+ve| 0.0138505 | 0.0128188 | 0.289829 | 0.000116261 | 0.0163 | 0.0828 | 0.012275 | 0.001725 | 0.0621 | 0.184 |
 |(scale=1.0) m0=640, m1/2=320, tanbeta=3, A0=0, sign(mu)=+ve| 0.011788 | 0.011425 | 0.247341 | 0.000114194 | 0.0141 | 0.0734 | 0.010493 | 0.00148 | 0.0487 | 0.154 |
 |(scale=1.0) m0=640, m1/2=330, tanbeta=3, A0=0, sign(mu)=+ve| 0.0100496 | 0.0101642 | 0.212101 | 0.000112014 | 0.0122 | 0.065 | 0.008948 | 0.001279 | 0.0384 | 0.129 |
 |(scale=1.0) m0=640, m1/2=340, tanbeta=3, A0=0, sign(mu)=+ve| 0.0085844 | 0.00903631 | 0.182424 | 0.00010985 | 0.0106 | 0.0576 | 0.007647 | 0.001101 | 0.0304 | 0.108 |
 |(scale=1.0) m0=640, m1/2=350, tanbeta=3, A0=0, sign(mu)=+ve| 0.00733662 | 0.00804077 | 0.157258 | 0.000107572 | 0.00918 | 0.051 | 0.00654 | 0.000956 | 0.0241 | 0.0905 |
 |(scale=1.0) m0=640, m1/2=360, tanbeta=3, A0=0, sign(mu)=+ve| 0.00628504 | 0.00714708 | 0.136187 | 0.000105419 | 0.00794 | 0.0451 | 0.005593 | 0.000823 | 0.0191 | 0.0759 |
 |(scale=1.0) m0=640, m1/2=370, tanbeta=3, A0=0, sign(mu)=+ve| 0.0053744 | 0.00636546 | 0.118301 | 0.000103258 | 0.00687 | 0.0399 | 0.004786 | 0.000708 | 0.0152 | 0.0637 |
 |(scale=1.0) m0=640, m1/2=380, tanbeta=3, A0=0, sign(mu)=+ve| 0.00460519 | 0.00567131 | 0.102978 | 0.000101102 | 0.00594 | 0.0352 | 0.004096 | 0.000609 | 0.0121 | 0.0536 |
 |(scale=1.0) m0=640, m1/2=390, tanbeta=3, A0=0, sign(mu)=+ve| 0.00395127 | 0.00505754 | 0.0900116 | 9.88485e-05 | 0.00513 | 0.0311 | 0.003514 | 0.000523 | 0.00972 | 0.0451 |
 |(scale=1.0) m0=640, m1/2=400, tanbeta=3, A0=0, sign(mu)=+ve| 0.00339445 | 0.00451394 | 0.0786935 | 9.67272e-05 | 0.00443 | 0.0275 | 0.003017 | 0.000449 | 0.0078 | 0.038 |
 |(scale=1.0) m0=640, m1/2=410, tanbeta=3, A0=0, sign(mu)=+ve| 0.00291432 | 0.00401136 | 0.0690135 | 9.45786e-05 | 0.00383 | 0.0243 | 0.002595 | 0.000386 | 0.00627 | 0.032 |
 |(scale=1.0) m0=640, m1/2=420, tanbeta=3, A0=0, sign(mu)=+ve| 0.00251092 | 0.00357761 | 0.0606708 | 9.23609e-05 | 0.00331 | 0.0214 | 0.002228 | 0.0003326 | 0.00506 | 0.027 |
 |(scale=1.0) m0=640, m1/2=430, tanbeta=3, A0=0, sign(mu)=+ve| 0.0021621 | 0.00319377 | 0.0535472 | 9.03558e-05 | 0.00285 | 0.0189 | 0.001915 | 0.0002866 | 0.00409 | 0.0228 |
 |(scale=1.0) m0=640, m1/2=440, tanbeta=3, A0=0, sign(mu)=+ve| 0.00186476 | 0.00284856 | 0.047288 | 8.81418e-05 | 0.00246 | 0.0167 | 0.001655 | 0.0002462 | 0.00331 | 0.0193 |
 |(scale=1.0) m0=640, m1/2=450, tanbeta=3, A0=0, sign(mu)=+ve| 0.00160681 | 0.00253979 | 0.0418039 | 8.60793e-05 | 0.00213 | 0.0147 | 0.001418 | 0.0002121 | 0.00268 | 0.0163 |
 |(scale=1.0) m0=640, m1/2=460, tanbeta=3, A0=0, sign(mu)=+ve| 0.00138719 | 0.00226764 | 0.0370752 | 8.3988e-05 | 0.00184 | 0.013 | 0.0012226 | 0.0001823 | 0.00218 | 0.0138 |
 |(scale=1.0) m0=640, m1/2=470, tanbeta=3, A0=0, sign(mu)=+ve| 0.00119884 | 0.00202587 | 0.0328854 | 8.19176e-05 | 0.00158 | 0.0114 | 0.0010578 | 0.0001575 | 0.00177 | 0.0117 |
 |(scale=1.0) m0=640, m1/2=480, tanbeta=3, A0=0, sign(mu)=+ve| 0.00103672 | 0.00180952 | 0.0292689 | 7.99782e-05 | 0.00137 | 0.0101 | 0.0009138 | 0.0001353 | 0.00144 | 0.00994 |
 |(scale=1.0) m0=640, m1/2=490, tanbeta=3, A0=0, sign(mu)=+ve| 0.000896784 | 0.00161646 | 0.0260766 | 7.79297e-05 | 0.00118 | 0.0089 | 0.0007903 | 0.0001166 | 0.00118 | 0.00843 |
 |(scale=1.0) m0=640, m1/2=500, tanbeta=3, A0=0, sign(mu)=+ve| 0.000775898 | 0.00144567 | 0.023297 | 7.59119e-05 | 0.00102 | 0.00784 | 0.0006831 | 0.0001005 | 0.000962 | 0.00715 |
 |(scale=1.0) m0=650, m1/2=100, tanbeta=3, A0=0, sign(mu)=+ve| 0.684235 | 0.108517 | 75.1167 | 0.0001347 | 0.189 | 0.671 | 0.2765 | 0.02696 | 72.5 | 13.5 |
 |(scale=1.0) m0=650, m1/2=110, tanbeta=3, A0=0, sign(mu)=+ve| 0.549601 | 0.100471 | 43.4396 | 0.00013397 | 0.175 | 0.627 | 0.2448 | 0.02443 | 43.9 | 10.6 |
 |(scale=1.0) m0=650, m1/2=120, tanbeta=3, A0=0, sign(mu)=+ve| 0.441423 | 0.0925242 | 27.5191 | 0.00013319 | 0.161 | 0.582 | 0.2162 | 0.022 | 27.5 | 8.34 |
 |(scale=1.0) m0=650, m1/2=130, tanbeta=3, A0=0, sign(mu)=+ve| 0.357216 | 0.0849713 | 18.4157 | 0.00013243 | 0.144 | 0.54 | 0.1933 | 0.01967 | 17.6 | 6.6 |
 |(scale=1.0) m0=650, m1/2=140, tanbeta=3, A0=0, sign(mu)=+ve| 0.291288 | 0.0776284 | 12.845 | 0.0001315 | 0.131 | 0.496 | 0.16891 | 0.01746 | 11.6 | 5.26 |
 |(scale=1.0) m0=650, m1/2=150, tanbeta=3, A0=0, sign(mu)=+ve| 0.237387 | 0.0708108 | 9.228 | 0.00013039 | 0.118 | 0.454 | 0.14666 | 0.01546 | 7.76 | 4.22 |
 |(scale=1.0) m0=650, m1/2=160, tanbeta=3, A0=0, sign(mu)=+ve| 0.194787 | 0.0642215 | 6.80277 | 0.000129347 | 0.106 | 0.414 | 0.12654 | 0.01368 | 5.3 | 3.39 |
 |(scale=1.0) m0=650, m1/2=170, tanbeta=3, A0=0, sign(mu)=+ve| 0.160084 | 0.058181 | 5.12062 | 0.000128035 | 0.0952 | 0.376 | 0.10856 | 0.01198 | 3.68 | 2.73 |
 |(scale=1.0) m0=650, m1/2=180, tanbeta=3, A0=0, sign(mu)=+ve| 0.132053 | 0.0524991 | 3.92091 | 0.000126815 | 0.0849 | 0.34 | 0.09348 | 0.01049 | 2.58 | 2.21 |
 |(scale=1.0) m0=650, m1/2=190, tanbeta=3, A0=0, sign(mu)=+ve| 0.109179 | 0.0472564 | 3.04127 | 0.000125309 | 0.0754 | 0.307 | 0.0797 | 0.00917 | 1.84 | 1.8 |
 |(scale=1.0) m0=650, m1/2=200, tanbeta=3, A0=0, sign(mu)=+ve| 0.0906488 | 0.0424619 | 2.38985 | 0.000123978 | 0.0668 | 0.277 | 0.06829 | 0.00799 | 1.33 | 1.46 |
 |(scale=1.0) m0=650, m1/2=210, tanbeta=3, A0=0, sign(mu)=+ve| 0.0754643 | 0.0381064 | 1.9004 | 0.000122271 | 0.059 | 0.249 | 0.05836 | 0.00696 | 0.967 | 1.2 |
 |(scale=1.0) m0=650, m1/2=220, tanbeta=3, A0=0, sign(mu)=+ve| 0.0629202 | 0.0341702 | 1.52574 | 0.000120889 | 0.052 | 0.223 | 0.04978 | 0.00604 | 0.713 | 0.979 |
 |(scale=1.0) m0=650, m1/2=230, tanbeta=3, A0=0, sign(mu)=+ve| 0.0525744 | 0.0306209 | 1.23507 | 0.000119209 | 0.0457 | 0.199 | 0.04245 | 0.00524 | 0.527 | 0.804 |
 |(scale=1.0) m0=650, m1/2=240, tanbeta=3, A0=0, sign(mu)=+ve| 0.0441899 | 0.0273786 | 1.00967 | 0.000117521 | 0.04 | 0.178 | 0.03617 | 0.00453 | 0.395 | 0.661 |
 |(scale=1.0) m0=650, m1/2=250, tanbeta=3, A0=0, sign(mu)=+ve| 0.0371361 | 0.0244642 | 0.829849 | 0.00011575 | 0.035 | 0.159 | 0.03085 | 0.003922 | 0.298 | 0.545 |
 |(scale=1.0) m0=650, m1/2=260, tanbeta=3, A0=0, sign(mu)=+ve| 0.0312563 | 0.0218358 | 0.687043 | 0.000113895 | 0.0306 | 0.142 | 0.02627 | 0.003394 | 0.226 | 0.451 |
 |(scale=1.0) m0=650, m1/2=270, tanbeta=3, A0=0, sign(mu)=+ve| 0.0264089 | 0.0194728 | 0.573101 | 0.000112141 | 0.0267 | 0.126 | 0.02232 | 0.002929 | 0.172 | 0.373 |
